stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
3112,SW 107 AV@SW 104 ST,,25.672712,-80.367827,,
3113,SW 107 AV@SW 149 ST,,25.63067,-80.36639,,
3114,SW 107 AV@SW 151 ST,,25.629013,-80.366301,,
3115,SW 107 AV@SW 160 ST,,25.620174,-80.36588,,
3116,SW 107 AV@SW 163 ST,,25.617929,-80.365772,,
3117,SW 107 AV@SW 165 ST,,25.616231,-80.365698,,
3118,SW 107 AV@SW 178 ST,,25.603714,-80.364953,,
3119,SW 107 AV@SW 179 ST,,25.602771,-80.364888,,
3120,SW 107 AV@SW 181 ST,,25.600954,-80.364684,,
3121,SW 107 AV@SW 183 ST,,25.599017,-80.364574,,
3122,SW 107 AV SERVICE RD@CARIBBEAN BD,,25.575577,-80.364972,,
3123,SW 107 AV SERVICE RD@SW 213 ST APPR,SW 107 AV SERVICE RD & SW 213 ST APPROX,25.570809,-80.363669,,
3124,SW 107 AV SERVICE RD@CARIBBEAN BD,,25.576115,-80.363783,,
3125,SW 107 AV@SW 183 ST,,25.599141,-80.364397,,
3126,SW 107 AV@SW 181 ST,,25.600925,-80.364559,,
3127,SW 107 AV@SW 179 ST,,25.602786,-80.364684,,
3128,SW 107 AV@SW 178 ST,,25.603719,-80.364757,,
3129,SW 107 AV@SW 176 ST,,25.605576,-80.364853,,
3130,SW 107 AV@SW 165 ST,,25.616438,-80.365582,,
3131,SW 107 AV@SW 162 TE,,25.617927,-80.365659,,
3132,SW 107 AV@SW 160 ST,,25.620492,-80.365752,,
3133,SW 107 AV@SW 151 TE,,25.628887,-80.366213,,
3134,SW 107 AV@SW 149 ST,,25.631178,-80.366312,,
3135,SW 107 AV@KENDALE BD,,25.675099,-80.367736,,
3136,SW 107 AV@SW 96 ST,,25.680145,-80.367992,,
3137,SW 107 AV@SW 93 ST,,25.682945,-80.367813,,
3138,SW 107 AV@# 9045,,25.684484,-80.366522,,
3139,SW 107 AV@SW 88 ST,,25.68593,-80.365777,,
3140,HARRISON ST@GRAVES DR,,25.634031,-80.374261,,
3141,HARRISON ST@GRAHAM DR,,25.631568,-80.372486,,
3143,HARRISON ST@# 14601,,25.633263,-80.373323,,
3145,CARVER DR@LINCOLN BD,,25.633366,-80.37628,,
3146,CARVER DR@HARRISON ST,,25.634339,-80.37518,,
3147,LINCOLN BD@OP 11461,,25.63447,-80.379621,,
3148,LINCOLN BD@BETHUNE DR,,25.633906,-80.377812,,
3149,LINCOLN BD@DUNBAR DR,,25.632342,-80.375923,,
3150,LINCOLN BD@DUNBAR DR,,25.632704,-80.375958,,
3151,LINCOLN BD@BETHUNE DR,,25.633835,-80.377356,,
3152,LINCOLN BD@APPROX # 11461,,25.634675,-80.379824,,
3154,SW 112 AV@SW 107 ST,,25.668763,-80.375766,,
3155,SW 112 AV@SW 109 ST,,25.667526,-80.375741,,
3156,SW 112 AV@SW 152 ST,,25.626911,-80.374513,,
3157,SW 112 AV@SW 156 ST,,25.624028,-80.374273,,
3158,SW 112 AV@SW 159 ST,,25.621638,-80.374167,,
3159,SW 112 AV@SW 161 TE,,25.619242,-80.374055,,
3160,SW 112 AV@SW 163 ST,,25.617158,-80.373946,,
3161,SW 112 AV@SW 165 TE,,25.615287,-80.373866,,
3162,SW 112 AV@SW 167 ST,,25.61388,-80.373796,,
3163,SW 112 AV@SW 196 ST,,25.585135,-80.372529,,
3164,SW 112 AV@# 20760,,25.572666,-80.372465,,
3165,SW 112 AV@SW 211 ST,,25.570236,-80.372391,,
3167,SW 112 AV@SW 220 ST,,25.561816,-80.372274,,
3168,SW 112 AV@SW 224 ST,,25.558848,-80.372298,,
3169,SW 112 AV@# 22790,,25.555745,-80.372225,,
3170,SW 112 AV@SW 232 ST,,25.551855,-80.372175,,
3171,SW 112 AV@SW 248 ST,,25.537561,-80.372157,,
3172,SW 112 AV@SW 256 ST,,25.529901,-80.372168,,
3173,SW 112 AV@SW 256 ST,,25.529536,-80.371911,,
3174,SW 112 AV@SW 248 ST,,25.537432,-80.371921,,
3175,SW 112 AV@SW 232 ST,,25.551856,-80.37196,,
3176,SW 112 AV@OP # 22790,,25.55599,-80.372009,,
3177,SW 112 AV@SW 224 ST,,25.560087,-80.372024,,
3178,SW 112 AV@OLD CUTLER RD,,25.562026,-80.372088,,
3179,SW 112 AV@SW 220 ST,,25.563058,-80.372071,,
3180,SW 112 AV@SW 218 ST,,25.564307,-80.372087,,
3181,SW 112 AV@SW 211 ST,,25.572993,-80.372176,,
3182,SW 112 AV@SW 167 ST,,25.613903,-80.373701,,
3183,SW 112 AV@SW 165 TE,,25.615341,-80.373769,,
3184,SW 112 AV@SW 163 ST,,25.617135,-80.373867,,
3185,SW 112 AV@SW 161 ST,,25.619202,-80.373945,,
3186,SW 112 AV@SW 159 ST,,25.621744,-80.374086,,
3187,SW 112 AV@SW 156 ST,,25.623958,-80.374178,,
3188,SW 112 AV@SW 153 ST,,25.626704,-80.374263,,
3189,SW 112 AV@SW 109 ST,,25.666998,-80.375508,,
3192,SW 114 AV@SW 197 ST,,25.582962,-80.376725,,
3193,SW 114 AV@SW 197 ST,,25.583348,-80.376639,,
3194,SW 117 AV@SW 91 LN,,25.682745,-80.384631,,
3195,SW 117 AV@SW 95 ST,,25.679479,-80.384496,,
3196,SW 117 AV@SW 100 ST,,25.67553,-80.38435,,
3197,SW 117 AV@SW 104 ST,,25.671435,-80.384169,,
3198,SW 117 AV@SW 107 TE,,25.66886,-80.384059,,
3199,SW 117 AV@SW 109 TE,,25.666477,-80.383987,,
3200,SW 117 AV@SW 112 ST,,25.664578,-80.383899,,
3201,SW 117 AV@SW 115 TE,,25.660624,-80.383738,,
3202,SW 117 AV@SW 120 ST,,25.656188,-80.383538,,
3203,SW 117 AV@SW 128 ST,,25.648387,-80.383271,,
3204,SW 117 AV@SW 131 ST,,25.647095,-80.383219,,
3205,SW 117 AV@SW 134 ST,,25.643991,-80.383075,,
3206,SW 117 AV SERVICE RD@SW 136 ST,,25.641314,-80.382729,,
3207,SW 117 AV SERVICE RD@SW 139 TE,,25.639065,-80.38267,,
3208,SW 117 AV SERVICE RD@SW 142 ST,,25.637008,-80.38259,,
3209,SW 117 AV SERVICE RD@LINCOLN BD,,25.634905,-80.382419,,
3210,SW 117 AV@SW 186 ST,,25.595543,-80.381001,,
3211,SW 117 AV@SW 187 TE,,25.594356,-80.380981,,
3212,SW 117 AV@SW 189 ST,,25.592214,-80.380943,,
3213,SW 117 AV@QUAIL ROOST DR,,25.590333,-80.380733,,
3214,SW 117 AV@SW 192 ST,,25.588605,-80.380631,,
3215,SW 117 AV@OP # 19331,,25.587227,-80.380632,,
3216,SW 117 AV@SW 196 ST,,25.585149,-80.380616,,
3217,SW 117 AV@SW 204 ST,,25.576908,-80.38047,,
3218,SW 117 AV@SW 208 ST,,25.574418,-80.37946,,
3219,SW 117 AV@SW 114 PL,,25.573317,-80.377889,,
3220,SW 117 AV@SW 203 TE,,25.577064,-80.38038,,
3221,SW 117 AV@# 20121,,25.579629,-80.380416,,
3222,SW 117 AV@SW 196 ST,,25.585164,-80.380459,,
3223,SW 117 AV@SW 192 ST,,25.587649,-80.380492,,
3224,SW 117 AV@SW 191 TE,,25.589431,-80.38052,,
3225,SW 117 AV@SW 188 TE,,25.592583,-80.380811,,
3226,SW 117 AV@SW 187 TE,,25.594214,-80.380782,,
3227,SW 117 AV@SW 186 ST,,25.5958,-80.380792,,
3228,SW 117 AV SERVICE RD@PINKSTON DR,,25.635129,-80.382349,,
3229,SW 117 AV SERVICE RD@SW 142 ST,,25.636453,-80.382406,,
3230,SW 117 AV SERVICE RD@SW 139 TE,,25.63879,-80.382491,,
3231,SW 117 AV SERVICE RD@SW 136 TE,,25.641086,-80.382566,,
3232,SW 117 AV@SW 134 ST,,25.644004,-80.382858,,
3233,SW 117 AV@SW 131 ST,,25.646528,-80.382942,,
3234,SW 117 AV@SW 128 ST,,25.648451,-80.383021,,
3235,SW 117 AV@SW 120 ST,,25.656254,-80.383251,,
3236,SW 117 AV@SW 115 TE,,25.660476,-80.383442,,
3237,SW 117 AV@SW 112 ST,,25.664658,-80.383638,,
3238,SW 117 AV@SW 109 RD,,25.666448,-80.383717,,
3239,SW 117 AV@SW 107 TE,,25.668974,-80.383844,,
3240,SW 117 AV@SW 104 ST,,25.671172,-80.383861,,
3241,SW 117 AV@SW 100 ST,,25.675368,-80.384115,,
3242,SW 117 AV@SW 96 TE,,25.679023,-80.384281,,
3243,SW 117 AV@SW 92 ST,,25.682723,-80.384403,,
3244,SW 117 AV@SW 89 ST,,25.68521,-80.38447,,
3248,SW 120 AV@SW 182 TE,,25.599263,-80.386973,,
3251,SW 122 AV@SW 185 ST,,25.596269,-80.389022,,
3252,SW 122 AV@SW 187 TE,,25.59338,-80.389015,,
3253,SW 122 AV@SW 189 ST,,25.591427,-80.389052,,
3254,SW 122 AV@SW 191 TE,,25.588259,-80.389047,,
3255,SW 122 AV@SW 195 TE,,25.585264,-80.389027,,
3256,SW 122 AV@QUAIL ROOST DR,,25.583631,-80.389023,,
3257,SW 122 AV@SW 200 ST,,25.581041,-80.389024,,
3260,SW 122 AV@QUAIL ROOST DR,,25.584086,-80.388882,,
3261,SW 122 AV@SW 195 TE,,25.585268,-80.388913,,
3262,SW 122 AV@SW 191 TE,,25.588393,-80.388893,,
3263,SW 122 AV@SW 189 ST,,25.59118,-80.388911,,
3264,SW 122 AV@SW 187 TE,,25.593366,-80.388928,,
3265,SW 122 AV@SW 185 ST,,25.596251,-80.388894,,
3268,SW 124 AV@SW 152 ST,,25.626088,-80.393648,,
3269,SW 124 AV@GOLD COAST RR MUSE,,25.615693,-80.396477,,
3270,SW 124 AV@GOLD COAST RR MUSE,,25.615854,-80.396159,,
3271,SW 124 AV@SW 152 ST,,25.626491,-80.393204,,
3272,SW 124 AV RD@SW 285 ST,,25.501542,-80.391866,,
3273,SW 124 AV RD@SW 288 ST,,25.501469,-80.391787,,
3274,SW 127 AV@SW 268 ST,,25.51768,-80.396369,,
3275,SW 127 AV@SW 272 ST,,25.515154,-80.396252,,
3276,SW 127 AV@SW 280 ST,,25.507598,-80.396237,,
3277,SW 127 AV@SW 280 ST,,25.507695,-80.395974,,
3279,SW 127 AV@SW 272 ST,,25.514398,-80.396056,,
3280,SW 127 AV@OP # 27025,,25.51591,-80.396135,,
3281,SW 127 AV@SW 268 ST,,25.517627,-80.396112,,
3282,SW 132 AV@SW 272 ST,,25.514101,-80.404419,,
3283,SW 132 AV@SW 276 TE,,25.510256,-80.404336,,
3284,SW 132 AV@OP # 27825,,25.508664,-80.404316,,
3285,SW 132 AV@#28600 PINE ISLE MHP,,25.501299,-80.404242,,
3286,SW 132 AV@#28600,,25.501388,-80.404135,,
3287,SW 132 AV@SW 278 TE,,25.508728,-80.404217,,
3288,SW 132 AV@SW 276 TE,,25.510629,-80.404248,,
3289,SW 132 AV@SW 272 ST,,25.514243,-80.404291,,
3290,SW 132 AV@SW 268 ST (N/N),,25.517843,-80.404301,,
3291,SW 137 AV@SW 90 ST,,25.683957,-80.416666,,
3292,SW 137 AV@9300 BLOCK,,25.680642,-80.416779,,
3293,SW 137 AV@SW 96 ST,,25.678143,-80.41672,,
3294,SW 137 AV@SW 104 ST,,25.671146,-80.416553,,
3295,SW 137 AV@SW 109 ST,,25.666623,-80.416356,,
3296,SW 137 AV@SW 112 ST,,25.663082,-80.416224,,
3297,SW 137 AV@SW 120 ST,,25.656485,-80.41594,,
3298,SW 137 AV@SW 128 ST,,25.647846,-80.415701,,
3299,SW 137 AV@OP#13205,,25.643631,-80.415213,,
3300,SW 137 AV@SW 136 ST,,25.641545,-80.414942,,
3301,SW 137 AV@COUNTRY WALK DR,,25.631915,-80.41484,,
3302,SW 137 AV@15300 BLOCK,,25.625134,-80.414631,,
3303,SW 137 AV@SW 160 ST,,25.619498,-80.414679,,
3304,SW 137 AV@SW 268 ST,,25.518537,-80.412457,,
3305,SW 137 AV@SW 265 ST,,25.521115,-80.41252,,
3306,SW 137 AV@SW 160 ST,,25.619782,-80.414446,,
3307,SW 137 AV@COUNTRY WALK DR,,25.631334,-80.414504,,
3308,SW 137 AV@SW 136 ST,,25.641672,-80.414637,,
3309,SW 137 AV@#13205,,25.644439,-80.415,,
3310,SW 137 AV@SW 128 ST,,25.648041,-80.415417,,
3311,SW 137 AV@SW 120 ST,,25.655275,-80.415597,,
3312,SW 137 AV@SW 112 ST,,25.66322,-80.415917,,
3313,SW 137 AV@SW 109 ST,,25.666173,-80.416023,,
3314,SW 137 AV@SW 104 ST,,25.671538,-80.416249,,
3315,SW 137 AV@SW 96 ST,,25.67841,-80.416404,,
3316,SW 137 AV@# 9225,,25.680616,-80.416461,,
3317,SW 137 AV@SW 88 ST,,25.684132,-80.416353,,
3318,SW 139 AV@SW 176 TE,,25.603778,-80.417787,,
3319,SW 139 AV@SW 180 ST,,25.600701,-80.417759,,
3320,SW 139 AV@SW 176 TE,,25.60394,-80.417687,,
3321,SW 139 AV@SW 180 ST,,25.600792,-80.417668,,
3323,SW 142 AV@SW 180 ST,,25.600613,-80.421649,,
3324,SW 142 AV@SW 176 ST,,25.603879,-80.421765,,
3325,SW 142 AV@SW 173 ST,,25.606502,-80.421926,,
3326,SW 142 AV@SW 173 ST,,25.606367,-80.422114,,
3327,SW 142 AV@SW 176 ST,,25.604134,-80.421873,,
3328,SW 142 AV@SW 180 ST,,25.600603,-80.421753,,
3329,SW 140 AV@APPROX SW 278 ST,,25.507947,-80.419664,,
3330,SW 140 AV@# 27735 (CTS 45-51),,25.507654,-80.419783,,
3331,SW 142 AV@SW 161 ST,,25.617675,-80.422654,,
3332,SW 142 AV@SW 163 TE,,25.615125,-80.422714,,
3333,SW 142 AV@SW 166 TE,,25.612575,-80.42294,,
3334,SW 142 AV@SW 268 ST,,25.517629,-80.42074,,
3335,SW 142 AV@SW 272 ST,,25.514407,-80.420673,,
3336,SW 142 AV@SW 272 ST,,25.514931,-80.42053,,
3337,SW 142 AV@SW 268 ST,,25.517746,-80.420619,,
3338,SW 142 AV@SW 167 TE,,25.612105,-80.422906,,
3340,SW 142 AV@SW 163 TE,,25.61506,-80.422441,,
3344,SW 145 AV@SW 280 ST,,25.507155,-80.42563,,
3345,SW 147 AV@OP # 9175,,25.682426,-80.430091,,
3346,SW 147 AV@SW 92 ST RD,,25.680892,-80.431065,,
3347,SW 147 AV@SW 96 ST,,25.6779,-80.432947,,
3348,SW 147 AV@SW 171 TE,,25.607685,-80.429999,,
3349,SW 147 AV@SW 173 ST,,25.6065,-80.430015,,
3350,SW 147 AV@SW 176 TE,,25.60351,-80.429917,,
3351,SW 147 AV@SW 178 TE,,25.601467,-80.429853,,
3352,SW 147 AV@SW 280 ST,,25.506467,-80.428882,,
3353,SW 147 AV@SW 284 ST,,25.503405,-80.428905,,
3354,SW 147 AV@SW 288 ST,,25.500037,-80.428938,,
3355,SW 147 AV@SW 291 ST,,25.496818,-80.42882,,
3356,SW 147 AV@SW 296 ST,,25.492337,-80.428685,,
3357,SW 147 AV@SW 294 ST,,25.493836,-80.428622,,
3358,SW 147 AV@SW 291 ST,,25.496272,-80.428707,,
3359,SW 147 AV@SW 288 ST,,25.499276,-80.428758,,
3360,SW 147 AV@SW 284 ST,,25.503459,-80.428782,,
3361,SW 147 AV@SW 280 ST,,25.506468,-80.428755,,
3362,SW 147 AV@SW 178 TE,,25.601267,-80.429744,,
3363,SW 147 AV@SW 176 ST,,25.603435,-80.429785,,
3364,SW 147 AV@SW 173 TE,,25.605778,-80.429851,,
3365,SW 147 AV@SW 171 TE,,25.607949,-80.429869,,
3366,SW 147 AV@SW 168 ST,,25.610868,-80.42997,,
3367,SW 147 AV@SW 96 ST (N/F),,25.678182,-80.432679,,
3369,SW 147 AV@# 9175 (NE/N),,25.682117,-80.429885,,
3370,HAMMOCKS BD@SW 103 ST,,25.671383,-80.443834,,
3371,HAMMOCKS BD@# 1001,,25.674038,-80.443738,,
3372,HAMMOCKS BD@SW 151 AV,,25.675808,-80.439286,,
3373,HAMMOCKS BD@SW 96 ST,,25.677827,-80.435633,,
3374,HAMMOCKS BD@SW 96 ST,,25.67783,-80.435918,,
3375,HAMMOCKS BD@SW 151 AV,,25.676028,-80.43933,,
3376,HAMMOCKS BD@OP # 1001,,25.673911,-80.444039,,
3377,HAMMOCKS BD@SW 103 ST,,25.671381,-80.444069,,
3378,SW 152 AV@SW 155 TE,,25.6223,-80.438753,,
3379,SW 152 AV@COUNTRY WALK DR,,25.632624,-80.439196,,
3380,SW 152 AV@SW 148 TER,,25.629243,-80.439041,,
3381,SW 152 AV@SW 153 ST,,25.624178,-80.438791,,
3382,SW 152 AV@SW 158 ST,,25.620101,-80.438662,,
3383,SW 152 AV@SW 160 ST,,25.618281,-80.438587,,
3384,SW 152 AV@SW 280 ST,,25.506364,-80.436946,,
3385,SW 152 AV@# 28300,,25.503641,-80.436953,,
3386,SW 152 AV@OP # 28501,,25.501699,-80.436955,,
3387,SW 152 AV@SW 288 ST,,25.499657,-80.437002,,
3388,SW 152 AV@SW 288 ST,,25.49986,-80.436851,,
3389,SW 152 AV@# 28600,,25.501904,-80.436866,,
3390,SW 152 AV@OP # 28355,,25.504022,-80.436859,,
3391,SW 152 AV@SW 280 ST,,25.506573,-80.436839,,
3392,SW 157 AV@SW 296 ST,,25.491639,-80.444958,,
3393,SW 157 AV@SW 299 ST,,25.489023,-80.444871,,
3394,SW 157 AV@SW 304 ST,,25.484981,-80.444861,,
3395,SW 157 AV@SW 307 ST,,25.482288,-80.444778,,
3396,SW 157 AV@SW 307 ST,,25.482559,-80.444662,,
3397,SW 157 AV@SW 304 ST,,25.484976,-80.444739,,
3398,SW 157 AV@SW 300 ST,,25.48818,-80.444754,,
3399,SW 157 AV@SW 296 ST,,25.491934,-80.444788,,
3400,SW 160 AV@SW 151 ST,,25.626148,-80.453365,,
3401,SW 160 AV@SW 144 ST,,25.632256,-80.45341,,
3402,SW 162 AV@SW 282 ST,,25.504911,-80.453222,,
3403,SW 162 AV@SW 284 ST,,25.50252,-80.453166,,
3404,SW 162 AV@SW 288 ST,,25.499469,-80.453109,,
3405,SW 162 AV@SW 284 ST,,25.50313,-80.453091,,
3406,SW 162 AV@SW 282 ST,,25.504624,-80.453118,,
3407,SW 167 AV@SW 92 ST,,25.68004,-80.463538,,
3408,SW 167 AV@# 10300 CARROLL HS,,25.670442,-80.465752,,
3409,SW 167 AV@SW 280 ST,,25.505863,-80.461399,,
3410,SW 167 AV@OP # 28401 S DADE HS,,25.502953,-80.461323,,
3411,SW 167 AV@SW 288 ST,,25.499565,-80.46124,,
3412,SW 167 AV@SW 292 ST,,25.495327,-80.461176,,
3413,SW 167 AV@SW 294 TE,,25.49375,-80.461158,,
3414,SW 167 AV@SW 296 ST,,25.492166,-80.46114,,
3415,SW 167 AV@SW 296 ST,,25.492728,-80.461045,,
3416,SW 167 AV@SW 293 TE,,25.493773,-80.461063,,
3417,SW 167 AV@SW 292 ST,,25.495234,-80.46108,,
3418,SW 167 AV@SW 288 ST,,25.499113,-80.461128,,
3419,SW 167 AV@# 28401 (SO DADE HS),,25.502636,-80.461231,,
3420,SW 167 AV@SW 280 ST,,25.506389,-80.461316,,
3421,SW 167 AV@OP # 10300 CARROLL HS,,25.671054,-80.465498,,
3422,SW 167 AV@SW 92 ST,,25.679944,-80.463277,,
3423,SW 170 AV@SW 303 ST,,25.485694,-80.467073,,
3424,SW 170 AV@SW 301 ST,,25.487848,-80.467091,,
3425,SW 170 AV@SW 298 ST,,25.489888,-80.467117,,
3426,SW 170 AV@SW 296 ST,,25.491615,-80.467159,,
3427,SW 170 AV@SW 298 ST,,25.489679,-80.467202,,
3428,SW 170 AV@SW 300 ST,,25.487865,-80.467183,,
3429,SW 104 ST@SW 108 AV,,25.672452,-80.37036,,
3430,SW 104 ST@SW 109 CT,,25.67238,-80.372476,,
3431,SW 104 ST@SW 112 AV,,25.672259,-80.376342,,
3432,SW 104 ST@SW 115 AV,,25.672117,-80.380824,,
3433,SW 104 ST@SW 117 AV,,25.67201,-80.383763,,
3434,SW 104 ST@SW 122 AV,,25.67174,-80.39247,,
3435,SW 104 ST@SW 127 AV,,25.671485,-80.400049,,
3436,SW 104 ST@SW 132 AV,,25.671222,-80.408038,,
3437,SW 104 ST@SW 134 AV,,25.671075,-80.412588,,
3438,SW 104 ST@SW 137 AV,,25.670913,-80.417392,,
3439,SW 104 ST@SW 139 AV,,25.670802,-80.420775,,
3440,SW 104 ST@SW 142 AV,,25.670689,-80.424193,,
3441,SW 104 ST@SW 146 AV,,25.670509,-80.429959,,
3443,SW 104 ST@SW 148 AV,,25.670344,-80.435415,,
3444,SW 104 ST@SW 150 PL,,25.670168,-80.440178,,
3445,SW 104 ST@SW 156 AV,,25.669909,-80.448444,,
3446,SW 104 ST@SW 16O CT,,25.669632,-80.45613,,
3447,SW 104 ST@SW 162 PL,,25.669553,-80.459124,,
3448,SW 104 ST@SW 162 PL,,25.669416,-80.458956,,
3449,SW 104 ST@SW 161 AV,,25.669381,-80.456024,,
3450,SW 104 ST@SW 156 AV,,25.669639,-80.447839,,
3451,SW 104 ST@SW 150 PL,,25.669875,-80.440278,,
3452,SW 104 ST@MAHOGANY CR,,25.67003,-80.4353,,
3453,SW 104 ST@SW 147 AV,,25.670158,-80.431795,,
3454,SW 104 ST@SW 145 AV,,25.670297,-80.428783,,
3455,SW 104 ST@SW 142 AV,,25.670479,-80.423679,,
3456,SW 104 ST@SW 139 AV,,25.670561,-80.420504,,
3457,SW 104 ST@SW 137 AV,,25.670683,-80.416595,,
3458,SW 104 ST@SW 134 AV,,25.670796,-80.412622,,
3459,SW 104 ST@SW 132 AV,,25.670954,-80.407764,,
3460,SW 104 ST@SW 127 AV,,25.671229,-80.399732,,
3461,SW 104 ST@SW 123 CT,,25.671392,-80.394526,,
3462,SW 104 ST@SW 122 AV,,25.671489,-80.39166,,
3463,SW 104 ST@SW 117 AV,,25.671759,-80.383194,,
3464,SW 104 ST@SW 115 AV,,25.671816,-80.381068,,
3465,SW 104 ST@SW 112 AV,,25.67198,-80.376028,,
3466,SW 104 ST@SW 109 CT,,25.672114,-80.371648,,
3467,SW 107 ST@SW 109 CT,,25.670016,-80.372247,,
3468,SW 107 ST@SW 112 AV,,25.669222,-80.375023,,
3469,SW 107 ST@SW 109 CT,,25.669963,-80.372097,,
3470,SW 112 ST@OP # 9890,,25.665607,-80.353791,,
3471,SW 112 ST@SW 103 CT,,25.665237,-80.361404,,
3472,SW 112 ST@SW 104 PL,,25.66511,-80.36473,,
3473,SW 112 ST@SW 107 AV,,25.665003,-80.368001,,
3474,SW 112 ST@SW 108 CT,,25.664866,-80.37039,,
3475,SW 112 ST@SW 112 AV,,25.664674,-80.375329,,
3476,SW 112 ST@SW 112 AV,,25.664517,-80.375136,,
3477,SW 112 ST@SW 108 CT,,25.664756,-80.370782,,
3478,SW 112 ST@SW 107 AV,,25.664868,-80.368063,,
3479,SW 112 ST@SW 104 PL,,25.665007,-80.365156,,
3480,SW 112 ST@SW 103 CT,,25.665117,-80.361568,,
3481,SW 112 ST@SW 102 AV,,25.665198,-80.359888,,
3482,SW 112 ST@SW 99 CT,,25.665325,-80.357296,,
3483,SW 112 ST@# 9890,,25.665397,-80.35418,,
3484,COUNTRY WALK DR@SW 147 CIR LN,,25.631676,-80.416746,,
3485,COUNTRY WALK DR@SW 139 AV CIR,,25.631113,-80.418859,,
3486,COUNTRY WALK DR@SW 142 AV,,25.628833,-80.422965,,
3487,COUNTRY WALK DR@CAMPO RD,,25.629376,-80.426766,,
3488,COUNTRY WALK DR@SW 147 CT,,25.630989,-80.431925,,
3490,SW 144 ST@SW 90 AV,,25.636251,-80.33866,,
3491,SW 148 ST@BUCHANAN ST,,25.631687,-80.368429,,
3492,GRAHAM DR@PIERCE ST,,25.631702,-80.369727,,
3493,GRAHAM DR@POLK ST,,25.631627,-80.371259,,
3494,GRAHAM DR@HARRISON ST,,25.631364,-80.372805,,
3496,GRAHAM DR@MONROE ST,,25.631011,-80.374008,,
3497,GRAHAM DR@HARRISON ST,,25.631338,-80.37252,,
3498,GRAHAM DR@POLK ST,,25.631559,-80.371022,,
3499,GRAHAM DR@BUCHANAN ST,,25.631644,-80.36881,,
3500,SW 148 ST@SW 107 AV,,25.631693,-80.367003,,
3501,SW 152 ST@SW 92 AV,,25.629014,-80.34278,,
3502,SW 152 ST@SW 94 AV,,25.628934,-80.345504,,
3503,SW 152 ST@SW 97 AV,,25.628815,-80.350134,,
3504,SW 152 ST@# 9869,,25.628741,-80.352369,,
3505,SW 152 ST@SW 99 CT,,25.628636,-80.354911,,
3506,SW 152 ST@SW 102 AV,,25.628524,-80.358588,,
3508,SW 152 ST@SW 107 AV,,25.628162,-80.365687,,
3509,SW 152 ST@SW 112 AV,,25.627837,-80.375017,,
3510,SW 152 ST@SW 117 AV,,25.627537,-80.380938,,
3511,SW 152 ST@# 11905,,25.627274,-80.38626,,
3512,SW 152 ST@SW 122 AV,,25.62708,-80.390565,,
3513,SW 152 ST@SW 127 AV,,25.626948,-80.394584,,
3514,SW 152 ST@SW 129 AVE,,25.62677,-80.400204,,
3515,SW 152 ST@SW 130 AV,,25.626693,-80.403254,,
3516,SW 152 ST@SW 134 CT,,25.62649,-80.410811,,
3517,SW 152 ST@SW 134 CT,,25.626224,-80.410778,,
3518,SW 152 ST@SW 130 AV,,25.626422,-80.403113,,
3519,SW 152 ST@SW 129 AV,,25.626513,-80.400167,,
3520,SW 152 ST@SW 127 AV,,25.626699,-80.394205,,
3521,SW 152 ST@SW 122 AV,,25.626852,-80.389666,,
3522,SW 152 ST@OP # 11905,,25.626969,-80.386408,,
3523,SW 152 ST@SW 112 AV,,25.627542,-80.375539,,
3524,SW 152 ST@SW 155 AV,,25.62543,-80.445006,,
3525,SW 152 ST@SW 155 AV,,25.625312,-80.445354,,
3526,SW 152 ST@SW 107 AV,,25.627966,-80.365335,,
3527,SW 152 ST@SW 104 AV,,25.62811,-80.362044,,
3528,SW 152 ST@FAIRWAY HEIGHTS BD,,25.628255,-80.358273,,
3530,SW 152 ST@OP # 9869,,25.628532,-80.352403,,
3531,SW 152 ST@SW 97 AV,,25.628624,-80.350178,,
3532,SW 152 ST@SW 93 AV,,25.628748,-80.344856,,
3533,SW 152 ST@SW 93 AV,,25.628777,-80.34354,,
3534,SW 160 ST@SW 147 AV,,25.618253,-80.43058,,
3535,SW 160 ST@SW 144 CT,,25.618388,-80.426847,,
3536,SW 160 ST@SW 142 AV,,25.618557,-80.422404,,
3537,SW 160 ST@SW 139 AV,,25.618724,-80.417982,,
3538,SW 160 ST@SW 139 AV,,25.618809,-80.418416,,
3539,SW 168 ST@SW 102 AV,,25.613505,-80.359081,,
3540,SW 168 ST@SW 104 AV,,25.613391,-80.361916,,
3541,SW 168 ST@SW 105 AV,,25.613336,-80.363691,,
3542,SW 168 ST@SW 107 AV,,25.613278,-80.365214,,
3543,SW 168 ST@SW 108 AV,,25.613143,-80.367519,,
3544,SW 168 ST@SW 109 AV,,25.613033,-80.370023,,
3545,SW 168 ST@SW 110 AV,,25.612967,-80.371463,,
3546,SW 168 ST@SW 112 AV,,25.612888,-80.373324,,
3547,SW 168 ST@SW 142 CT,,25.611314,-80.423804,,
3548,SW 168 ST@SW 144 CT,,25.611287,-80.42624,,
3549,SW 168 ST@SW 147 AV,,25.611184,-80.4297,,
3550,SW 168 ST@SW 144 CT,,25.611142,-80.426052,,
3551,SW 168 ST@SW 112 AV,,25.612809,-80.373109,,
3552,SW 168 ST@SW 110 CT,,25.612876,-80.371669,,
3553,SW 168 ST@SW 109 AV,,25.612993,-80.369054,,
3554,SW 168 ST@SW 108 AV,,25.613072,-80.367112,,
